url_len,url_num_hyphens_dom,url_num_dom_token,url_path_len,url_filename_len,url_longest_dom_token_len,url_average_dom_token_len,url_domain_len,url_hostname_len,url_num_dots,url_num_underscores,url_num_equals,url_num_slashes,url_num_dash,url_num_semicolon,url_num_at,url_num_percent,url_num_plus,url_query_len,url_num_query_para,url_ip_present,url_entropy,url_count_consonants,url_num_digits,url_chinese_present,url_port,url_has_https,url_has_ip_address,url_num_subdomains,url_has_suspicious_words,url_length_category,url_has_port_in_url,url_num_special_chars,url_num_params,url_num_fragments,url_starts_with_www,url_is_shortened,url_has_email,html_num_tags('iframe'),html_num_tags('script'),html_num_tags('embed'),html_num_tags('object'),html_num_tags('div'),html_num_tags('head'),html_num_tags('body'),html_num_tags('form'),html_num_tags('a'),html_num_tags('small'),html_num_tags('span'),html_num_tags('input'),html_num_tags('applet'),html_num_tags('img'),html_num_tags('video'),html_num_tags('audio'),repu
39,0,3,17,0,8,4.333333333333333,15,15,2,0,0,5,1,0,0,0,0,0,0,0,4.311705591912579,20,6,0,80,0,0,1,0,0,0,1,0,0,1,0,0,2,15,0,0,173,1,1,0,0,0,26,0,0,64,0,0,malicious
36,0,3,17,0,5,3.3333333333333335,12,12,2,0,0,5,1,0,0,0,0,0,0,0,4.347434988263512,21,3,0,80,0,0,1,0,0,0,1,0,0,1,0,0,2,15,0,0,173,1,1,0,0,0,26,0,0,64,0,0,malicious
39,0,3,1,0,13,9.333333333333334,30,30,2,0,0,3,0,0,0,0,0,0,0,0,4.111698692943855,23,3,0,80,1,0,1,0,0,0,1,0,0,0,0,0,0,7,0,0,56,1,1,2,10,0,5,8,0,3,0,0,malicious
61,0,3,22,11,17,10.0,32,32,3,0,0,5,0,0,0,0,0,0,0,0,4.648133551373911,30,11,0,80,0,0,1,0,1,0,1,0,0,0,0,0,0,6,0,0,53,1,1,2,8,0,4,8,0,2,0,0,malicious
150,0,4,10,9,21,8.25,36,36,4,0,3,3,0,0,0,0,0,95,4,0,4.879187706235036,62,44,0,80,1,0,2,1,2,0,5,3,0,0,0,0,0,1,0,0,286,1,1,1,91,0,15,1,0,29,0,0,malicious
30,0,3,1,0,15,6.333333333333333,21,21,2,0,0,3,0,0,0,0,0,0,0,0,3.939572261986723,19,0,0,80,1,0,1,0,0,0,1,0,0,0,0,0,0,7,0,0,12,1,1,0,5,0,0,0,0,3,0,0,malicious
37,0,3,1,0,13,8.666666666666666,28,28,2,0,0,3,0,0,0,0,0,0,0,0,4.15487093296263,18,8,0,80,1,0,1,0,0,0,1,0,0,0,0,0,1,15,0,0,21,1,1,1,5,0,0,10,0,3,0,0,malicious
52,1,2,9,0,32,17.5,36,36,1,0,0,4,1,0,0,0,0,0,0,0,4.018056190153323,31,0,0,80,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,149,1,1,1,124,0,70,13,0,20,0,0,malicious
35,0,3,7,0,8,6.333333333333333,21,21,2,0,0,5,0,0,0,0,0,0,0,0,3.8617250747563867,19,1,0,80,0,0,1,1,0,0,1,0,0,0,1,0,0,6,0,0,49,1,1,1,22,0,0,4,0,2,0,0,malicious
41,0,2,17,9,13,7.5,16,16,2,0,0,5,0,0,0,0,0,0,0,0,3.6140411886335952,32,0,0,80,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,33,1,1,1,5,0,13,7,0,4,0,0,malicious
100,2,3,68,0,16,7.333333333333333,24,24,2,0,0,7,5,0,0,0,0,0,0,0,4.94456203548234,43,24,0,80,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,18,1,1,1,6,0,0,4,0,1,0,0,malicious
43,2,3,1,0,23,11.0,35,35,2,0,0,3,2,0,0,0,0,0,0,0,4.164295859202321,27,0,0,80,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,145,1,1,19,84,0,15,49,0,18,0,0,malicious
30,0,3,1,0,10,6.666666666666667,22,22,2,0,0,3,0,0,0,0,0,0,0,0,4.01506101220307,18,0,0,80,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,70,1,1,2,2,0,1,6,0,21,1,1,malicious
33,0,2,7,6,2,1.5,4,4,1,0,0,3,1,0,0,0,0,13,1,0,4.210764573772789,17,0,0,80,1,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,11,1,1,1,1,0,0,3,0,3,0,0,malicious
38,0,3,17,0,7,4.0,14,14,2,0,0,5,1,0,0,0,0,0,0,0,4.36346329043209,25,2,0,80,0,0,1,0,0,0,1,0,0,1,0,0,2,15,0,0,173,1,1,0,0,0,26,0,0,64,0,0,malicious
35,1,3,6,5,13,6.333333333333333,21,21,2,0,0,3,1,0,0,0,0,0,0,0,4.436006945330955,15,6,0,80,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,malicious
24,0,2,5,4,7,5.0,11,11,1,0,0,3,0,0,0,0,0,0,0,0,3.7720552088742005,15,0,0,80,1,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,38,1,1,0,2,0,0,0,0,7,1,0,malicious
61,2,3,23,14,17,9.333333333333334,30,30,3,0,0,5,3,0,0,0,0,0,0,0,4.387899076276743,33,6,0,80,1,0,1,0,1,0,1,0,0,0,1,0,0,6,0,0,17,1,1,0,3,0,1,0,0,1,0,0,malicious
217,0,4,145,108,8,5.0,23,23,3,0,1,9,1,0,0,0,0,41,1,0,5.367898425528755,121,41,0,80,0,0,2,0,2,0,2,1,0,0,0,0,0,1,0,0,45,1,1,0,4,0,1,0,0,5,0,0,malicious
78,2,2,45,0,21,12.0,25,25,1,0,0,6,3,0,0,0,0,0,0,0,4.808474533272019,35,11,0,80,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,18,1,1,1,6,0,0,4,0,1,0,0,malicious
27,0,2,7,0,10,6.0,13,13,2,0,0,4,0,0,0,0,0,0,0,0,3.7178504651264315,15,0,0,80,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,134,1,1,9,164,0,37,27,0,25,0,0,malicious
75,0,3,36,9,8,5.333333333333333,18,18,3,0,0,6,1,0,0,0,0,12,1,0,4.150625572322976,44,0,0,80,1,0,1,1,2,0,2,0,0,0,0,0,0,6,0,0,10,1,1,1,0,0,3,4,0,7,0,0,malicious
52,6,3,2,0,32,13.333333333333334,42,42,2,0,0,4,6,0,0,0,0,0,0,0,4.250745910732358,30,3,0,80,1,0,1,0,0,0,1,0,0,0,0,0,0,22,0,0,83,1,2,1,24,0,9,20,0,47,0,0,malicious
50,1,2,9,0,29,16.0,33,33,1,0,0,4,1,0,0,0,0,0,0,0,4.096174630069641,27,0,0,80,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,149,1,1,1,124,0,70,13,0,20,0,0,malicious
27,0,2,1,0,16,9.0,19,19,1,0,0,3,0,0,0,0,0,0,0,0,3.782122224145305,15,0,0,80,0,0,0,0,0,0,1,0,0,0,0,0,2,62,0,0,118,1,1,3,18,1,9,16,0,20,0,0,malicious
46,0,3,17,0,14,6.333333333333333,21,21,2,0,0,5,0,0,0,0,0,0,0,0,4.116408565770044,25,0,0,80,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,53,1,1,1,5,0,1,2,0,3,0,0,malicious
54,0,2,35,9,7,5.0,11,11,2,0,0,7,1,0,0,0,0,0,0,0,4.207338772250563,31,0,0,80,1,0,0,1,1,0,1,0,0,0,0,0,0,4,0,0,2,1,1,1,0,0,1,3,0,1,0,0,malicious
49,0,2,16,13,22,12.5,26,26,2,0,0,4,0,0,0,0,0,0,0,0,4.522673619537107,29,4,0,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88,1,1,2,57,0,19,7,0,3,0,0,malicious
54,0,4,1,0,16,10.5,45,41,3,0,0,3,0,0,0,0,0,0,0,0,4.307869622766845,27,3,0,443,1,0,2,0,1,1,2,0,0,0,0,0,1,8,0,0,304,1,1,0,64,0,7,1,0,38,0,0,malicious
89,0,4,44,0,16,8.75,38,38,3,0,1,4,1,0,0,0,0,0,0,0,4.651915734845031,45,17,0,80,0,0,2,1,2,0,1,0,0,0,0,0,1,0,0,0,38,1,1,2,4,0,1,30,0,4,0,0,malicious
86,2,2,45,16,31,16.5,34,34,2,0,0,7,3,0,0,0,0,0,0,0,4.052451263183153,53,0,0,80,0,0,0,0,2,0,1,0,0,0,0,0,11,60,0,0,292,1,1,5,238,0,60,14,0,36,0,0,malicious
202,0,3,53,16,4,2.6666666666666665,10,10,3,0,0,6,0,0,0,0,0,131,1,0,4.757185016842309,76,87,0,80,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,malicious
41,1,3,17,0,7,5.0,17,17,2,0,0,6,1,0,0,0,0,0,0,0,4.210733711724087,22,0,0,80,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,14,1,1,1,2,0,0,2,0,2,0,0,malicious
43,0,3,1,0,16,10.666666666666666,34,34,2,0,0,3,0,0,0,0,0,0,0,0,3.888149278250525,25,3,0,80,1,0,1,0,0,0,1,0,0,0,0,0,0,7,0,0,28,1,1,2,13,0,16,6,0,8,0,0,malicious
54,1,2,17,10,25,14.0,29,29,2,0,0,4,1,0,0,0,0,0,0,0,4.227045030607582,31,0,0,80,1,0,0,1,1,0,1,0,0,0,0,0,0,7,0,0,18,1,1,0,0,0,20,3,0,1,0,0,malicious
53,0,3,17,0,5,3.3333333333333335,12,12,2,1,1,5,1,0,0,0,0,16,1,0,4.772652709599225,26,11,0,80,0,0,1,0,0,0,2,1,0,1,0,0,0,2,0,0,9,1,1,1,1,0,7,2,0,0,0,0,malicious
58,0,2,27,14,12,7.5,16,16,3,0,1,4,0,0,0,0,0,7,1,0,4.152638487876113,32,2,0,80,0,0,0,1,1,0,2,1,0,0,0,0,4,6,0,0,193,1,1,6,55,3,88,34,0,3,0,0,malicious
38,0,3,7,0,10,7.333333333333333,24,24,2,0,0,4,0,0,0,0,0,0,0,0,3.807689198885676,23,0,0,80,0,0,1,0,0,0,1,0,0,0,0,0,7,73,0,0,24,1,1,1,17,0,16,13,0,11,0,0,malicious
43,0,3,9,0,19,8.0,26,26,2,0,0,5,0,0,0,0,0,0,0,0,4.097906255195964,26,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,0,23,0,0,104,1,1,9,163,0,24,25,0,21,0,0,malicious
60,0,2,17,0,15,9.0,19,19,1,1,1,5,1,0,0,0,0,16,1,0,4.871241170818225,29,14,0,80,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,9,1,1,1,1,0,7,2,0,0,0,0,malicious
40,0,3,1,0,8,5.0,17,17,2,0,1,3,0,0,1,0,0,13,1,0,4.215311532225102,22,0,0,80,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
82,0,4,44,0,16,7.0,31,31,3,0,1,4,1,0,0,0,0,0,0,0,4.801175066291478,37,20,0,80,0,0,2,1,2,0,1,0,0,0,0,0,1,0,0,0,38,1,1,2,4,0,1,30,0,4,0,0,malicious
44,0,3,1,0,9,6.333333333333333,21,21,2,0,1,3,0,0,1,0,0,13,1,0,4.282739857027813,23,0,0,80,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
44,0,3,1,0,8,6.333333333333333,21,21,2,0,1,3,0,0,1,0,0,13,1,0,4.3430812668472125,25,0,0,80,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
68,7,3,1,0,53,19.333333333333332,60,60,2,0,0,3,7,0,0,0,0,0,0,0,4.265546438133711,31,2,0,80,0,0,1,1,1,0,1,0,0,0,0,0,0,3,0,0,10,1,1,1,1,0,0,2,0,1,0,0,malicious
43,0,2,21,5,11,7.0,15,15,1,0,0,6,0,0,0,0,0,0,0,0,4.204652545097893,23,0,0,80,0,0,0,1,0,0,1,0,0,0,0,0,0,10,0,0,46,1,1,2,8,0,12,22,0,2,0,0,malicious
156,0,2,19,0,15,9.0,19,19,1,0,2,5,0,1,0,0,0,110,2,0,4.997228124304963,102,12,0,80,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,53,1,1,1,5,0,1,2,0,3,0,0,malicious
138,0,2,116,111,10,6.5,14,14,2,0,0,4,1,0,0,0,0,0,0,0,4.616571622885538,40,70,0,80,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,37,1,1,1,4,0,1,2,0,4,0,0,malicious
58,0,3,35,10,9,4.666666666666667,16,16,2,0,0,6,1,0,0,0,0,0,0,0,4.602912244791861,32,7,0,80,0,0,1,0,1,0,1,0,0,0,0,0,0,47,0,0,190,1,1,3,38,0,28,3,0,11,0,0,malicious
78,2,4,45,17,9,5.75,26,26,6,0,0,4,2,0,0,0,0,0,0,0,4.581966046546631,40,6,0,80,0,0,2,0,2,0,1,0,0,0,0,0,0,2,0,0,87,1,1,2,9,0,1,3,0,7,0,0,malicious
69,0,2,53,0,6,4.0,9,9,2,0,0,6,0,0,0,1,0,0,0,0,4.612867073067474,23,23,0,80,0,0,0,0,1,0,2,0,0,0,0,0,0,14,0,0,39,1,1,0,0,0,1,6,0,3,0,0,malicious
102,0,3,31,8,14,6.333333333333333,21,21,3,0,0,7,0,0,0,0,0,42,1,0,4.599308216214362,44,32,0,80,0,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0,10,1,1,1,1,0,11,7,0,1,0,0,malicious
45,0,2,18,9,16,9.5,20,20,2,0,0,4,0,0,0,0,0,0,0,0,4.074643373867067,25,0,0,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
25,0,2,1,0,13,7.5,16,16,1,0,0,3,0,0,0,0,0,0,0,0,3.8332696895151086,14,0,0,80,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,malicious
124,2,3,79,0,21,11.666666666666666,37,37,2,1,0,11,3,0,0,0,0,0,0,0,4.42638255812429,66,5,0,80,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,8,1,1,0,2,0,1,0,0,0,0,0,malicious
71,0,2,27,9,11,7.0,15,15,3,0,1,5,0,0,1,0,0,21,1,0,4.3321193044249515,39,0,0,80,0,0,0,1,1,0,2,1,0,0,0,1,0,2,0,0,9,1,1,1,1,0,7,2,0,0,0,0,malicious
210,0,3,18,9,18,8.333333333333334,27,27,3,1,3,4,0,0,0,0,0,157,3,0,4.6591038195546455,74,93,0,80,0,0,1,1,2,0,4,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
49,0,4,29,17,3,2.5,13,13,4,1,0,5,0,0,0,0,0,0,0,1,4.359935487883289,19,10,0,80,0,1,2,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,1,1,0,0,0,5,0,1,0,0,malicious
35,0,3,1,0,13,8.0,26,26,2,0,0,3,0,0,0,0,0,0,0,0,3.8325950745091335,20,3,0,80,1,0,1,0,0,0,1,0,0,0,0,0,0,7,0,0,14,1,1,1,2,1,2,4,0,4,0,0,malicious
246,0,3,20,6,8,4.666666666666667,16,16,15,0,7,5,0,0,0,0,0,202,11,0,4.983857040115639,97,75,0,80,0,0,1,0,2,0,13,7,0,0,0,0,0,1,0,0,11,1,1,0,3,0,1,0,0,0,0,0,malicious
51,0,2,17,0,6,4.5,10,10,1,1,1,5,1,0,0,0,0,16,1,0,4.731755372343317,25,11,0,80,0,0,0,0,0,0,2,1,0,0,0,0,2,15,0,0,173,1,1,0,0,0,26,0,0,64,0,0,malicious
63,0,3,17,6,15,6.666666666666667,22,22,2,0,1,4,0,0,0,0,0,15,1,0,4.842204129780441,31,9,0,80,1,0,1,1,1,0,2,0,0,0,0,0,0,5,0,0,58,1,1,1,24,0,25,5,0,0,0,0,malicious
98,0,3,70,0,13,6.0,20,20,2,0,0,10,0,0,0,0,0,0,0,0,4.7621490305568495,40,20,0,80,1,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,22,1,1,1,1,0,3,4,0,0,0,0,malicious
38,0,3,1,0,13,9.333333333333334,30,30,2,0,0,3,0,0,0,0,0,0,0,0,4.083067973799101,20,4,0,80,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,28,1,1,0,24,0,9,0,0,1,0,0,malicious
63,0,3,17,6,15,6.666666666666667,22,22,2,0,1,4,0,0,0,0,0,15,1,0,4.768724915763129,30,11,0,80,1,0,1,1,1,0,2,0,0,0,0,0,0,5,0,0,58,1,1,1,24,0,25,5,0,0,0,0,malicious
60,0,2,17,0,15,9.0,19,19,1,1,1,5,1,0,0,0,0,16,1,0,4.982158204685785,33,11,0,80,0,0,0,0,1,0,2,1,0,0,0,0,2,15,0,0,173,1,1,0,0,0,26,0,0,64,0,0,malicious
43,0,2,1,0,30,16.5,34,34,1,0,0,3,0,0,0,0,0,0,0,0,4.1733739877037905,25,1,0,80,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,malicious
37,1,2,16,10,10,6.5,14,14,2,0,0,4,1,0,0,0,0,0,0,0,4.121219243831912,22,0,0,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
54,0,3,30,0,11,5.0,17,17,2,1,1,6,0,0,0,0,0,0,0,0,4.454168410357403,27,1,0,80,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,5,1,1,0,1,0,1,0,0,0,0,0,malicious
328,0,3,35,30,7,4.666666666666667,16,16,4,6,3,4,0,0,0,0,0,269,3,0,5.841057551896643,196,50,0,80,0,0,1,1,2,0,6,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
75,0,2,57,0,7,5.0,11,11,1,0,1,9,2,0,0,0,0,0,0,0,4.315951730728837,44,0,0,80,0,0,0,1,2,0,1,0,0,0,0,0,0,9,0,0,39,1,1,1,8,0,34,6,0,9,0,0,malicious
58,0,2,26,10,21,11.5,24,24,2,0,0,5,0,0,0,0,0,0,0,0,4.215595116400307,32,1,0,80,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,3,0,1,0,0,malicious
345,0,3,37,25,21,11.333333333333334,36,36,3,0,1,4,0,0,0,0,0,263,1,0,5.744878975559727,255,9,0,80,1,0,1,0,2,0,2,1,0,0,0,0,0,4,0,0,18,1,1,1,1,0,2,3,0,3,0,0,malicious
50,0,2,25,24,14,8.5,18,18,1,0,1,3,0,0,0,0,0,0,0,0,5.0536606896881855,30,5,0,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,malicious
44,2,4,1,0,19,8.25,36,36,3,0,0,3,2,0,0,0,0,0,0,0,4.215589437882739,26,0,0,80,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,13,1,1,1,0,0,0,2,0,2,0,0,malicious
44,0,3,14,13,17,7.0,23,23,3,0,0,3,0,0,0,0,0,0,0,0,4.202972243293109,25,0,0,80,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,33,1,1,1,1,0,0,2,0,3,0,0,malicious
69,0,2,53,0,6,4.0,9,9,2,0,0,6,0,0,0,1,0,0,0,0,4.519412275738393,24,24,0,80,0,0,0,0,1,0,2,0,0,0,0,0,0,14,0,0,39,1,1,0,0,0,1,6,0,3,0,0,malicious
82,1,4,46,34,9,6.25,28,28,3,0,1,4,1,0,0,0,0,0,0,0,4.93677769408128,31,21,0,80,1,0,2,1,2,0,5,0,0,0,0,0,0,3,0,0,5,1,1,1,8,0,3,7,0,2,0,0,malicious
60,0,2,17,0,15,9.0,19,19,1,1,1,5,1,0,0,0,0,16,1,0,4.9406544547579,29,11,0,80,0,0,0,0,1,0,2,1,0,0,0,0,2,15,0,0,173,1,1,0,0,0,26,0,0,64,0,0,malicious
41,0,3,1,0,8,5.333333333333333,18,18,2,0,1,3,0,0,1,0,0,13,1,0,4.412310846028731,22,1,0,80,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
36,0,3,1,0,5,3.6666666666666665,13,13,2,0,1,3,0,0,1,0,0,13,1,0,4.228972140861001,21,0,0,80,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
65,0,2,34,0,20,11.5,24,24,1,0,0,6,0,0,0,0,0,0,0,0,4.1506023834477155,37,0,0,80,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,malicious
44,0,3,1,0,9,6.333333333333333,21,21,2,0,1,3,0,0,1,0,0,13,1,0,4.345350936622436,24,0,0,80,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
